"workplace_id","stcotr","employees","placed","wkb_geometry"
402715791,46005956700,1,2,"0101000020E6100000132D793C2D9A58C0D7135D177E504640"
402715809,46005956700,1,2,"0101000020E6100000C554FA09679A58C088F2052D24504640"
413931833,46005956700,19,28,"0101000020E6100000D36A48DC639E58C05393E00D69344640"
667603401,46005956700,1,2,"0101000020E6100000EDD79DEE3C9658C02009FB76123F4640"
935817296,46005956700,6,9,"0101000020E6100000B212F3ACA4AC58C019CA8976153A4640"
400181258,46005956700,3,5,"0101000020E6100000CF4A5AF10D9B58C0294014CC98484640"
400185780,46005956700,5,8,"0101000020E6100000AF5A99F04BAA58C0AAB706B64A444640"
685173387,46005956700,2,3,"0101000020E61000001C0A9FAD839758C0BCB1A03028334640"
965512692,46005956700,1,2,"0101000020E61000000E83F92B649E58C093718C648F344640"
464443001,46005956800,1,2,"0101000020E6100000B66AD784B48D58C046D26EF431314640"
464443084,46005956800,15,16,"0101000020E610000054C4E9245B8E58C09F573CF548314640"
400124860,46005956800,2,2,"0101000020E6100000ECF99AE5B28D58C056D5CBEF342F4640"
413929092,46005956800,28,29,"0101000020E61000005EBC1FB75F8E58C0A26131EA5A314640"
413930637,46005956800,8,8,"0101000020E610000007431D56B88D58C0CC457C2766314640"
148820814,46005956800,12,12,"0101000020E61000000890A163078E58C06F0D6C95602F4640"
629385535,46005956800,2,3,"0101000020E6100000156F641EF98B58C009C38025572F4640"
304874357,46005956800,1,2,"0101000020E6100000494C50C3B78D58C08D45D3D9C9304640"
570426601,46005956800,1,2,"0101000020E6100000EC6B5D6A848E58C06F0D6C95602F4640"
848079349,46005956800,21,22,"0101000020E61000001E1840F8508E58C0DC65BFEE742F4640"
148819279,46005956800,7,7,"0101000020E6100000CEA96400A88B58C058703FE0812F4640"
612800581,46005956800,20,21,"0101000020E6100000DE8D0585418C58C091B8C7D2872E4640"
695067348,46005956800,10,10,"0101000020E610000068757286E28D58C0FE463B6EF82F4640"
900452814,46005956800,7,7,"0101000020E610000054008C67D08C58C0CF66D5E76A2F4640"
484283569,46005956800,2,2,"0101000020E61000007FDE54A4C28F58C05184D4EDEC2F4640"
707774089,46005956800,18,18,"0101000020E6100000A297512CB78D58C037514B732B304640"
711866152,46005956800,3,3,"0101000020E61000006AF981AB3C8B58C09CC1DF2F662F4640"
309346617,46005956800,1,2,"0101000020E6100000B66AD784B48D58C046D26EF431314640"
311541387,46005956800,2,2,"0101000020E61000008A75AA7CCF8D58C09F573CF548314640"
450355748,46005956800,29,30,"0101000020E6100000DF1797AAB48D58C0D927806264314640"
574260618,46005956800,9,9,"0101000020E610000039639813B48D58C00D8E9257E7304640"
767087,46005956800,150,151,"0101000020E610000041BCAE5FB08E58C03E3DB665C02F4640"
1660315,46005956800,30,31,"0101000020E6100000DBE044F46B8E58C0DC65BFEE742F4640"
148817620,46005956800,9,9,"0101000020E61000003123BC3D089058C08FFCC1C0732F4640"
484283320,46005956800,10,10,"0101000020E6100000A9DA6E826F8D58C052280B5F5F2F4640"
399330273,46005956800,2,2,"0101000020E6100000156F641EF98B58C009C38025572F4640"
886788702,46005956800,128,129,"0101000020E610000070253B36028F58C0484F9143C42F4640"
2123628,46005956900,15,22,"0101000020E61000004628B682A68D58C09DF17D71A92E4640"
3731700,46005956900,3,5,"0101000020E6100000D218ADA3AA8D58C0F31B261AA42E4640"
148822620,46005956900,1,2,"0101000020E610000056F487669E8D58C0E7E26F7B822E4640"
148822661,46005956900,8,12,"0101000020E610000080D4264EEE8D58C0BA2EFCE07C2E4640"
148822950,46005956900,3,5,"0101000020E61000001C98DC28B28D58C024B726DD962E4640"
148823008,46005956900,3,5,"0101000020E610000002D4D4B2B58D58C0016DAB59672E4640"
400116888,46005956900,1,2,"0101000020E61000006C770FD07D8D58C097C62FBC922E4640"
400117157,46005956900,20,29,"0101000020E6100000552E54FEB58D58C0B3CEF8BEB82E4640"
400200372,46005956900,5,8,"0101000020E61000006C770FD07D8D58C097C62FBC922E4640"
148820806,46005956900,6,9,"0101000020E6100000821C9430D38D58C0315F5E807D2E4640"
148820822,46005956900,6,9,"0101000020E6100000A7CCCD37A28D58C09DF17D71A92E4640"
148823149,46005956900,5,8,"0101000020E6100000E23B31EBC58D58C00AB952CF822E4640"
148823156,46005956900,3,5,"0101000020E610000079E57ADB4C8D58C03750E09D7C2E4640"
377795828,46005956900,2,3,"0101000020E61000000C06D7DCD18D58C0CA6B2574972E4640"
570424689,46005956900,14,20,"0101000020E6100000EBC9FCA36F8E58C0300DC347C42E4640"
848078200,46005956900,1,2,"0101000020E61000006B9E23F25D8E58C057D0B4C4CA2E4640"
148819287,46005956900,8,12,"0101000020E61000007FDB1324B68D58C0CC0A45BA9F2D4640"
148819618,46005956900,11,16,"0101000020E61000001CD2A8C0C98D58C09DF17D71A92E4640"
148819675,46005956900,2,3,"0101000020E610000002D4D4B2B58D58C0F78E1A13622E4640"
148819790,46005956900,1,2,"0101000020E6100000552E54FEB58D58C0871A8524B32E4640"
446703779,46005956900,24,34,"0101000020E610000052B81E85EB8D58C004543882542E4640"
615887072,46005956900,2,3,"0101000020E61000008F6D1970968D58C0DE21C500892E4640"
619894595,46005956900,30,43,"0101000020E61000001C7BF65CA68D58C0E7E26F7B822E4640"
620853655,46005956900,5,8,"0101000020E61000006C770FD07D8D58C097C62FBC922E4640"
620853663,46005956900,25,36,"0101000020E610000002D4D4B2B58D58C0D7F6764B722E4640"
623783693,46005956900,2,3,"0101000020E61000000A2DEBFEB18D58C09752978C632E4640"
626560932,46005956900,1,2,"0101000020E61000000A2DEBFEB18D58C0976F7D586F2E4640"
695067074,46005956900,5,7,"0101000020E6100000C173EFE1928D58C0BA2EFCE07C2E4640"
900452780,46005956900,2,3,"0101000020E61000000ED8D5E4298D58C064045438822E4640"
900452954,46005956900,2,3,"0101000020E61000001C98DC28B28D58C09DD497A59D2E4640"
986661171,46005956900,6,9,"0101000020E6100000552E54FEB58D58C051A5660FB42E4640"
989143771,46005956900,1,2,"0101000020E61000006C770FD07D8D58C097C62FBC922E4640"
995545548,46005956900,4,6,"0101000020E610000038D73043E38D58C09DF17D71A92E4640"
634242226,46005956900,30,43,"0101000020E6100000BD564277498D58C03F373465A72D4640"
707834776,46005956900,8,12,"0101000020E6100000658BA4DDE88D58C00B62A06B5F2E4640"
708421284,46005956900,20,29,"0101000020E61000002C8194D8B58D58C0DE736039422E4640"
708853080,46005956900,28,40,"0101000020E610000052B81E85EB8D58C004543882542E4640"
711815456,46005956900,2,3,"0101000020E61000004C70EA03C98D58C0315F5E807D2E4640"
711886366,46005956900,15,22,"0101000020E6100000FF976BD1028E58C0A5F5B704E02D4640"
148820384,46005956900,1,2,"0101000020E61000000A2DEBFEB18D58C034F5BA45602E4640"
391185550,46005956900,25,36,"0101000020E61000006C425A63D08D58C0873254C5542E4640"
393544176,46005956900,4,6,"0101000020E610000039EFFFE3848D58C0873254C5542E4640"
393808183,46005956900,2,3,"0101000020E610000002D4D4B2B58D58C0A48B4D2B852E4640"
464442987,46005956900,15,22,"0101000020E61000007FDB1324B68D58C0CC0A45BA9F2D4640"
464443068,46005956900,35,50,"0101000020E61000006C770FD07D8D58C097C62FBC922E4640"
464443159,46005956900,3,5,"0101000020E61000008F6D1970968D58C05E30B8E68E2E4640"
484283536,46005956900,2,3,"0101000020E6100000520FD1E80E8E58C011AAD4EC812E4640"
570431023,46005956900,2,3,"0101000020E6100000FF976BD1028E58C0A5F5B704E02D4640"
570431130,46005956900,1,2,"0101000020E61000000CCC0A45BA8D58C09ECF807A332E4640"
695067694,46005956900,2,3,"0101000020E610000066C0594A968D58C054AA44D95B2E4640"
701950206,46005956900,10,14,"0101000020E6100000849CF7FF718E58C0E4F560527C2E4640"
148822927,46005957000,2,2,"0101000020E61000007FDB1324B68D58C07993DFA2932D4640"
377795950,46005957000,2,2,"0101000020E6100000D235936FB68D58C0F29881CAF82B4640"
631898590,46005957000,6,5,"0101000020E610000007431D56B88D58C0352905DD5E2A4640"
148818859,46005957000,1,1,"0101000020E61000000038F6ECB98F58C0AFB14B546F2F4640"
400258233,46005957000,1,1,"0101000020E610000016DA39CD028F58C06F2A52616C2D4640"
570424176,46005957000,2,2,"0101000020E61000001DCBBBEA018F58C0EA3D95D39E2E4640"
848078259,46005957000,4,4,"0101000020E61000000118CFA0A18E58C01BF16437332C4640"
148819352,46005957000,6,5,"0101000020E6100000D235936FB68D58C0483140A2092C4640"
148819451,46005957000,1,1,"0101000020E6100000DE1CAED51E8E58C037C478CDAB2C4640"
148819592,46005957000,2,2,"0101000020E6100000DE1CAED51E8E58C0BA2D910BCE2C4640"
484283445,46005957000,3,3,"0101000020E61000004087F9F2028F58C0C0CC77F0132D4640"
634241897,46005957000,3,3,"0101000020E61000000890A163078E58C01F2BF86D882D4640"
266564210,46005957000,3,3,"0101000020E61000000118CFA0A18E58C01BF16437332C4640"
402717631,46005957000,11,10,"0101000020E610000083F8C08EFF8E58C0D44334BA832C4640"
402717698,46005957000,2,2,"0101000020E6100000674815C5AB8F58C0AFB14B546F2F4640"
148819808,46005957000,5,5,"0101000020E6100000A988D349B68D58C011C7BAB88D2C4640"
148819915,46005957000,22,19,"0101000020E6100000280B5F5FEB8D58C0FFE9060ABC2B4640"
148819931,46005957000,4,4,"0101000020E6100000DD9A745B228E58C04E44BFB67E2C4640"
701087488,46005957000,2,2,"0101000020E6100000EE96E4805D8E58C0FFE9060ABC2B4640"
702772898,46005957000,6,6,"0101000020E61000001DCBBBEA018F58C071033E3F8C2E4640"
704495134,46005957000,5,5,"0101000020E610000086562767288F58C029B16B7BBB2B4640"
705740736,46005957000,5,5,"0101000020E6100000ED66463F1A8F58C018B325AB222E4640"
2911907,46005957100,42,28,"0101000020E6100000C24CDBBFB28D58C022516859F72B4640"
148822869,46005957100,2,2,"0101000020E61000002310AFEB178D58C0BEA1F0D93A2C4640"
148823024,46005957100,9,6,"0101000020E61000006FF25B74B28D58C04E44BFB67E2C4640"
400119668,46005957100,1,1,"0101000020E6100000E38DCC237F8D58C0C974E8F4BC2B4640"
148820863,46005957100,1,1,"0101000020E6100000EDD286C3D28C58C06347E350BF2B4640"
148819642,46005957100,18,12,"0101000020E61000000A2DEBFEB18D58C07EE4D6A4DB2A4640"
695067280,46005957100,14,10,"0101000020E6100000ECF99AE5B28D58C00801F9122A2C4640"
695067611,46005957100,1,1,"0101000020E61000001494A2957B8D58C09A43520B252D4640"
900452798,46005957100,3,2,"0101000020E61000005E4D9EB29A8D58C0E7FEEA71DF2C4640"
900452863,46005957100,4,3,"0101000020E61000003929CC7B9C8D58C0384BC972122C4640"
707636411,46005957100,3,2,"0101000020E61000003929CC7B9C8D58C0384BC972122C4640"
464443100,46005957100,1,1,"0101000020E610000069368FC3608D58C0C9224DBC032C4640"
484283379,46005957100,4,3,"0101000020E6100000C24CDBBFB28D58C0C075C58CF02C4640"
484283742,46005957100,3,2,"0101000020E61000006FF25B74B28D58C0D9CF6229922D4640"
484283809,46005957100,3,2,"0101000020E6100000999F1B9AB28D58C0C7B8E2E2A82C4640"
695067710,46005957100,3,2,"0101000020E6100000A60D87A5818D58C02F8A1EF8182C4640"
484283668,46005957100,1,1,"0101000020E6100000EDD286C3D28C58C06347E350BF2B4640"
354268211,46007940900,1,1,"0101000020E6100000A7E67283A16D59C00EDAAB8F879C4540"
354896227,46007940900,2,2,"0101000020E6100000A7E67283A16D59C00EDAAB8F879C4540"
355463993,46007941000,8,15,"0101000020E61000001A6D5512D96E59C04913EF004F964540"
355509464,46007941000,2,4,"0101000020E6100000368FC360FE6E59C0E33785950A964540"
485903603,46009967600,5,6,"0101000020E6100000F37519FED37758C02670EB6E9E7E4540"
202941571,46009967600,6,6,"0101000020E6100000E52A16BF296A58C0999F1B9AB2794540"
848132825,46009967600,2,2,"0101000020E6100000441669E21D7758C02F6AF7AB007F4540"
848132866,46009967600,2,3,"0101000020E6100000E44D7E8B4E7758C01CEE23B7267F4540"
848132882,46009967600,1,1,"0101000020E61000005B5F24B4E57658C0F699B33EE57E4540"
848132924,46009967600,3,3,"0101000020E61000001AA37554357758C0A4880CAB787F4540"
958764060,46009967600,2,3,"0101000020E610000036035C902D6A58C049A12C7C7D794540"
210485488,46009967600,1,2,"0101000020E6100000BBB6B75B927758C09E616A4B1D7E4540"
848130233,46009967600,1,2,"0101000020E610000044334FAE296E58C0B8CA13083B934540"
848130241,46009967600,9,10,"0101000020E61000008E5BCCCF0D6E58C08BF9B9A129934540"
582149852,46009967600,3,3,"0101000020E6100000340EF5BBB06E58C05706D50627904540"
604684944,46009967600,1,2,"0101000020E61000002785798F337758C0F6F065A2087F4540"
604926659,46009967600,1,2,"0101000020E6100000DF3312A1116E58C0389F3A5629934540"
505593830,46009967600,1,2,"0101000020E610000036035C902D6A58C0E27327D87F794540"
505593855,46009967600,1,2,"0101000020E610000036035C902D6A58C0E27327D87F794540"
148717267,46009967600,4,4,"0101000020E61000005A0D897B2C6E58C0EB353D2828934540"
148717275,46009967600,4,5,"0101000020E61000004C6F7F2E1A6E58C065C746205E934540"
148717317,46009967600,1,1,"0101000020E6100000A4DE5339ED6D58C026AAB706B6924540"
148717366,46009967600,2,2,"0101000020E6100000AA436E861B6E58C00BEBC6BB23934540"
148718539,46009967600,2,3,"0101000020E61000002785798F337758C03C69E1B20A7F4540"
148718695,46009967600,3,4,"0101000020E6100000FC5580EF367758C0E9482EFF217F4540"
148718737,46009967600,5,6,"0101000020E610000014950D6B2A7758C07F69519FE47E4540"
148718802,46009967600,15,16,"0101000020E610000025034015377758C0E8A4F78DAF7F4540"
148718810,46009967600,12,13,"0101000020E6100000E62494BE107758C0562DE928077F4540"
148718836,46009967600,7,8,"0101000020E61000002785798F337758C05C1E6B46067F4540"
148719248,46009967600,13,14,"0101000020E6100000A9FB00A4367758C05CC7B8E2E27E4540"
148719313,46009967600,5,6,"0101000020E6100000AA7D3A1E337758C07978CF81E57E4540"
148719321,46009967600,6,7,"0101000020E61000002785798F337758C002D369DD067F4540"
148719339,46009967600,3,3,"0101000020E6100000F1BBE9961D7758C05C1E6B46067F4540"
148719438,46009967600,9,10,"0101000020E610000063D009A1837758C0A33A1DC87A7E4540"
148719461,46009967600,2,3,"0101000020E6100000D2A8C0C9367758C0F699B33EE57E4540"
393219282,46009967600,4,5,"0101000020E6100000F7729F1C056E58C0E223624A24934540"
393219670,46009967600,2,2,"0101000020E6100000FC5580EF367758C0E9482EFF217F4540"
485904395,46009967600,4,5,"0101000020E61000001A69A9BC1D6E58C0E544BB0A29934540"
485904486,46009967600,1,1,"0101000020E6100000070ABC934F7758C0B6696CAF057F4540"
505592220,46009967600,2,2,"0101000020E6100000698CD651D56D58C0F226BF4527934540"
505592295,46009967600,2,2,"0101000020E61000005BB6D617096E58C0B535221807934540"
848130985,46009967600,2,2,"0101000020E610000094F59B89E96D58C05FEE93A300934540"
848131009,46009967600,1,1,"0101000020E6100000D192C7D3F26D58C08BF9B9A129934540"
848132395,46009967600,2,2,"0101000020E6100000A835CD3B4E7758C0508E0244C17E4540"
900453341,46009967600,2,2,"0101000020E61000004C6F7F2E1A6E58C052EFA99CF6924540"
900453358,46009967600,30,31,"0101000020E61000003A4030478F7758C09D2CB5DE6F7E4540"
900453366,46009967600,5,6,"0101000020E610000063D009A1837758C0A33A1DC87A7E4540"
900454778,46009967600,3,3,"0101000020E6100000CB67791EDC6D58C05DF8C1F9D4934540"
900454810,46009967600,1,1,"0101000020E6100000E1ECD632196C58C0116F9D7FBB884540"
485903579,46009967700,2,3,"0101000020E6100000B459F5B9DA8358C087A757CA32804540"
485904544,46009967700,3,4,"0101000020E610000092054CE0D68358C049BBD1C77C804540"
900454554,46009967700,1,2,"0101000020E610000023BBD232527958C0A852B3075A6D4540"
413935313,46009967700,1,2,"0101000020E6100000A9A27895B57958C08D2441B8026E4540"
413937319,46009967700,1,2,"0101000020E6100000FC00A436717E58C03D7D04FEF06F4540"
584060438,46009967700,24,32,"0101000020E6100000C91D3691997958C0BCCE86FC336D4540"
210486015,46009967700,2,3,"0101000020E61000001FF818AC387958C0FE7C5BB0546D4540"
505593053,46009967700,1,2,"0101000020E61000004966F50EB77958C09B75C6F7C56D4540"
848093290,46009967700,1,2,"0101000020E6100000D09A1F7F697958C02844C021546D4540"
848093316,46009967700,5,7,"0101000020E6100000CAA99D616A7958C02844C021546D4540"
148809262,46009967700,2,3,"0101000020E61000008AAC3594DA8358C02028B7ED7B804540"
148809304,46009967700,35,46,"0101000020E6100000AF5C6F9BA98358C00F99F221A8804540"
148809338,46009967700,2,3,"0101000020E61000008AAC3594DA8358C0992842EA76804540"
148809361,46009967700,2,3,"0101000020E6100000BCB20B06D78358C0D9CC21A985804540"
148809429,46009967700,1,2,"0101000020E61000007653CA6B257F58C011C64FE3DE864540"
148809502,46009967700,1,2,"0101000020E610000092054CE0D68358C0A6272CF180804540"
148809569,46009967700,2,3,"0101000020E6100000C0AF9124088458C0357EE19524814540"
148809601,46009967700,3,4,"0101000020E61000008AAC3594DA8358C07C60C77F81804540"
210485991,46009967700,1,2,"0101000020E610000092054CE0D68358C07C60C77F81804540"
236084653,46009967700,1,2,"0101000020E610000040C23060C97758C002B9C49107884540"
691532329,46011958600,100,61,"0101000020E6100000BCB376DB852558C0D71533C2DB334640"
560553117,46011958600,4,3,"0101000020E610000033FAD170CA2C58C0802DAF5C6F2D4640"
946041464,46011958600,1,1,"0101000020E6100000D40B3ECDC91E58C06A1327F73B1E4640"
946041472,46011958600,1,1,"0101000020E61000002766BD18CA1E58C01DAF40F4A41E4640"
946041522,46011958600,27,17,"0101000020E6100000CA87A06AF41E58C0D6E1E82ADD274640"
538025750,46011958600,1,1,"0101000020E6100000A3737E8AE32B58C00F4240BE84244640"
592009443,46011958600,4,3,"0101000020E6100000D4450A65E11E58C09BCB0D863A1E4640"
592009450,46011958600,1,1,"0101000020E610000051137D3ECA1E58C047938B31B01E4640"
893164376,46011958600,1,1,"0101000020E6100000FC7266BB421E58C0F437A110011B4640"
478562747,46011958600,2,2,"0101000020E6100000D40B3ECDC91E58C06A1327F73B1E4640"
495315707,46011958600,2,2,"0101000020E6100000BA8102EFE41E58C0BC07E8BE9C1D4640"
495316010,46011958600,12,8,"0101000020E610000023DDCF29C81E58C054539275381E4640"
488399270,46011958600,5,4,"0101000020E6100000C47B0E2C472F58C070B4E386DF274640"
509710802,46011958600,1,1,"0101000020E6100000662D05A4FD2B58C058207A5226254640"
509718433,46011958600,5,4,"0101000020E61000007F6B274A423058C0F33B4D66BC274640"
509718748,46011958600,61,38,"0101000020E6100000001C7BF65C3058C0838769DFDC274640"
509718805,46011958600,10,7,"0101000020E610000013656F29E72F58C0C39FE1CD1A284640"
509718862,46011958600,6,4,"0101000020E610000032AB77B81D3058C0AB23473A03274640"
886788207,46011958600,44,27,"0101000020E610000022C2BF081A3058C038F7578FFB264640"
247934847,46011958600,6,4,"0101000020E6100000466117450F3058C0CCECF318E5294640"
249637935,46011958600,10,7,"0101000020E6100000C26856B60F3058C0C3A04CA3C9294640"
946041449,46011958600,1,1,"0101000020E6100000AD307DAF211F58C0988922A46E234640"
402723274,46011958600,13,8,"0101000020E610000032AB77B81D3058C038F7578FFB264640"
400122780,46011958700,2,3,"0101000020E61000007CB779E3A43C58C06ABFB513253D4640"
900904491,46011958700,2,3,"0101000020E6100000473A03232F4158C0DF89592F86384640"
886787217,46011958700,66,89,"0101000020E6100000D908C4EBFA3858C0E61E12BEF7374640"
307007096,46011958700,1,2,"0101000020E61000004ED026874F3B58C01A8BA6B393294640"
560553562,46011958700,2,3,"0101000020E6100000A83AE466B84258C062BD512B4C1F4640"
589439710,46011958700,35,47,"0101000020E6100000B2F2CB608C3558C063096B63EC1A4640"
538050261,46011958700,2,3,"0101000020E61000004ED026874F3B58C08D43FD2E6C294640"
538060674,46011958700,1,2,"0101000020E6100000E21E4B1FBA4558C0D7F6764B721C4640"
400116217,46011958700,2,3,"0101000020E61000003082C64CA24158C08692C9A99D2B4640"
400121150,46011958700,3,5,"0101000020E6100000DBFAE93F6B3B58C01CB5C2F4BD244640"
488398397,46011958700,8,11,"0101000020E6100000E60819C8B33358C0257497C4591F4640"
538034208,46011958700,2,3,"0101000020E6100000C765DCD4403858C063F030ED9B2B4640"
538034232,46011958700,3,5,"0101000020E6100000FE99417C603258C0352905DD5E1A4640"
538034406,46011958700,2,3,"0101000020E61000007CEF6FD05E3558C06E5166834C1C4640"
509727525,46011958700,4,6,"0101000020E6100000FC170802643B58C000FDBE7FF33E4640"
249637927,46011958700,1,2,"0101000020E6100000A6811FD5B03358C0FCABC77DAB2F4640"
252063284,46011958700,1,2,"0101000020E61000005BED612F143658C0DC476E4DBA194640"
509719795,46011958700,9,13,"0101000020E6100000156F641EF93A58C0F3E49A0299294640"
509719829,46011958700,4,6,"0101000020E61000008483BD89213A58C000016BD5AE294640"
509719902,46011958700,10,14,"0101000020E6100000AF93FAB2B43A58C015ADDC0BCC284640"
932846629,46011958700,25,34,"0101000020E61000008483BD89213A58C0E31B0A9FAD294640"
589439736,46011958800,5,4,"0101000020E6100000B28009DCBA3358C04D4EED0C532D4640"
589440064,46011958800,2,2,"0101000020E6100000CC441152B73358C0E02D90A0F8254640"
589440122,46011958800,1,1,"0101000020E6100000B28009DCBA3358C0C64E78094E2D4640"
589440171,46011958800,20,14,"0101000020E6100000C3F5285C8F3358C0240C03965C274640"
659180566,46011958800,2,2,"0101000020E6100000AA49F086343358C0640795B88E274640"
659180608,46011958800,1,1,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
661614487,46011958800,10,7,"0101000020E610000043E21E4B1F3358C0C85F5AD427254640"
661634899,46011958800,2,2,"0101000020E610000043E21E4B1F3358C0D5415E0F26254640"
958762023,46011958800,1,1,"0101000020E6100000FDA36FD2343358C0F1A0D9756F274640"
958762049,46011958800,1,1,"0101000020E6100000FDA36FD2343358C0F1A0D9756F274640"
958762056,46011958800,14,10,"0101000020E6100000A5BBEB6CC83258C0AB97DF6932274640"
958762361,46011958800,3,3,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
958762387,46011958800,1,1,"0101000020E610000050C422861D3358C0F700DD9733274640"
958762460,46011958800,1,1,"0101000020E610000050C422861D3358C04AECDADE6E274640"
589440445,46011958800,30,21,"0101000020E61000007216F6B4C33358C056815A0C1E284640"
148693013,46011958800,15,11,"0101000020E6100000228E75711B3358C0580394861A254640"
148693062,46011958800,1,1,"0101000020E61000005BD2510E663358C0299831056B284640"
148693120,46011958800,5,4,"0101000020E61000007079AC19193358C0F0C2D66CE5274640"
300918547,46011958800,6,5,"0101000020E6100000B4B0A71DFE3258C09D685721E5274640"
304871767,46011958800,6,5,"0101000020E6100000A1D634EF383358C04D309C6B98274640"
848165049,46011958800,2,2,"0101000020E61000001E54E23AC63258C0EF01BA2F67284640"
848165254,46011958800,8,6,"0101000020E6100000C3D32B65193358C0574277499C274640"
848165346,46011958800,2,2,"0101000020E61000001344DD07203358C0D7DCD1FF72254640"
848165460,46011958800,7,5,"0101000020E610000074EFE192E33258C01D5A643BDF274640"
488398405,46011958800,1,1,"0101000020E6100000D11F9A79723258C052651877832A4640"
488399015,46011958800,12,9,"0101000020E6100000AE6186C6133358C05610035DFB204640"
509718037,46011958800,5,4,"0101000020E6100000B70C384BC93358C0732CEFAA07264640"
509718292,46011958800,15,11,"0101000020E6100000F20703CFBD3358C0DA38622D3E294640"
509718839,46011958800,2,2,"0101000020E6100000365CE49EAE3358C03BA8C4758C214640"
225904994,46011958800,4,3,"0101000020E6100000A4C2D842903258C010AD156D8E274640"
509718854,46011958800,1,1,"0101000020E610000088F71C588E3258C0D0F0660DDE274640"
848170403,46011958800,4,3,"0101000020E61000001A355F251F3358C0800D881057224640"
148689102,46011958800,3,3,"0101000020E6100000AAB8718BF93258C070B4E386DF274640"
148689300,46011958800,7,5,"0101000020E61000006AA0F99CBB3258C051BB5F05F8244640"
148689326,46011958800,30,21,"0101000020E6100000D7A6B1BD163358C03D61890794274640"
148689334,46011958800,115,79,"0101000020E6100000F7AB00DF6D3358C03F912749D7264640"
353226657,46011958800,32,22,"0101000020E6100000FDA36FD2343358C08061F9F36D274640"
353226772,46011958800,1,1,"0101000020E6100000868DB27E333358C0640795B88E274640"
698684883,46011958800,4,3,"0101000020E6100000287FF78E1A3358C0ED2C7AA702264640"
848163564,46011958800,6,5,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
848163572,46011958800,27,19,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
848163580,46011958800,10,7,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
848163606,46011958800,5,4,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
848163663,46011958800,5,4,"0101000020E610000043E21E4B1F3358C06BF3FFAA23254640"
848163929,46011958800,5,4,"0101000020E6100000D1AE42CA4F3358C08995D1C8E7274640"
848163945,46011958800,7,5,"0101000020E6100000499EEBFB703358C003965CC5E2274640"
538034646,46011958800,7,5,"0101000020E610000025ADF886C23358C0376F9C14E6234640"
214406449,46011958800,4,3,"0101000020E61000009AEC9FA7013358C0B7D0950854274640"
900904525,46011958800,8,6,"0101000020E610000059DE550F983358C0ED4ACB48BD294640"
902185339,46011958800,400,273,"0101000020E61000007216F6B4C33358C001C287122D274640"
251774956,46011958800,1,1,"0101000020E61000003605323B8B3258C010AD156D8E274640"
148691728,46011958800,8,6,"0101000020E61000009AEC9FA7013358C0E063B0E254274640"
148691934,46011958800,4,3,"0101000020E6100000D00CE2033B3358C04209336DFF244640"
148692031,46011958800,8,6,"0101000020E610000050C422861D3358C0F1A0D9756F274640"
