"","workplace_id","stcotr","employees","placed","wkb_geometry"
"27",121614143,10001040201,2,3,"0101000020E6100000F86F5E9CF8E652C0CA703C9F01A74340"
"28",121614325,10001040201,6,7,"0101000020E610000051BB5F05F8E652C0C37FBA8102A74340"
"29",121614374,10001040201,5,6,"0101000020E6100000E6E786A6ECE652C0C689AF7614A74340"
"30",121614457,10001040201,3,4,"0101000020E6100000A0A9D72D02E752C0D174763238A64340"
"31",121614523,10001040201,3,4,"0101000020E6100000B2BD16F4DEE652C0C3D66CE525A74340"
"32",121615041,10001040201,1,2,"0101000020E610000026529ACDE3E652C017618A7269A64340"
"33",207106147,10001040201,1,2,"0101000020E6100000963D096CCEE652C02079E75086A64340"
"34",207106154,10001040201,3,4,"0101000020E6100000963D096CCEE652C02079E75086A64340"
"35",211019831,10001040201,23,24,"0101000020E61000008E3BA583F5E652C02C9ACE4E06A74340"
"36",222527970,10001040201,4,5,"0101000020E61000003BC43F6CE9E652C0705F07CE19A74340"
"37",223333741,10001040201,3,4,"0101000020E6100000787E5182FEE652C0CD237F30F0A64340"
"38",226309078,10001040201,2,3,"0101000020E6100000DB6AD619DFE652C0707CED9925A74340"
"39",237043955,10001040201,5,6,"0101000020E61000004565C39ACAE652C00CE544BB0AA74340"
"40",238777742,10001040201,7,7,"0101000020E61000009E245D33F9E652C07D073F7100A74340"
"41",244324505,10001040201,7,7,"0101000020E61000005872158BDFE652C01D226E4E25A74340"
"42",252337019,10001040201,8,8,"0101000020E6100000E36C3A02B8E652C051A5660FB4A64340"
"43",252341847,10001040201,5,6,"0101000020E6100000DC4603780BE752C030478FDFDBA64340"
"44",260210562,10001040201,20,21,"0101000020E61000005BD07B6308E752C09370218FE0A64340"
"45",302032495,10001040201,13,13,"0101000020E6100000D331E719FBE652C03D80457EFDA64340"
"46",309003614,10001040201,40,41,"0101000020E6100000AAB9DC60A8E652C0B7EF517FBDA64340"
"47",309003671,10001040201,6,7,"0101000020E61000008D9C853DEDE652C09DF6949C13A74340"
"48",309956605,10001040201,1,2,"0101000020E61000003F912749D7E652C073D87DC7F0A64340"
"49",315001081,10001040201,2,2,"0101000020E61000004DF8A57EDEE652C01631EC3026A74340"
"50",379526676,10001040201,11,11,"0101000020E61000005664744012E752C0D7DEA7AAD0A64340"
"51",379526940,10001040201,2,3,"0101000020E61000004DF8A57EDEE652C01631EC3026A74340"
"52",379527237,10001040201,8,8,"0101000020E6100000F99D2633DEE652C0698B6B7C26A74340"
"53",382795771,10001040201,1,2,"0101000020E6100000C1ABE5CE4CE752C0B8CD548847A64340"
"54",388587149,10001040201,7,7,"0101000020E61000008BFA2477D8E652C0A3906456EFA64340"
"55",400174043,10001040201,1,2,"0101000020E6100000EF2076A6D0E652C01497E31588A64340"
"56",400242982,10001040201,10,10,"0101000020E6100000ED9E3C2CD4E652C00798F90E7EA64340"
"57",455357590,10001040201,8,8,"0101000020E6100000997E8978EBE652C0DD7D8E8F16A74340"
"58",472714187,10001040201,4,5,"0101000020E6100000E6E786A6ECE652C0A7785C548BA64340"
"59",472714468,10001040201,3,4,"0101000020E61000007381CB63CDE652C091B8C7D287A64340"
"60",493573448,10001040201,1,2,"0101000020E6100000C91CCBBBEAE652C063601DC70FA74340"
"61",515075240,10001040201,8,8,"0101000020E6100000F8359204E1E652C070B6B9313DA74340"
"62",515075273,10001040201,6,7,"0101000020E6100000997E8978EBE652C0DD7D8E8F16A74340"
"63",515076156,10001040201,3,4,"0101000020E610000045BC75FEEDE652C0508D976E12A74340"
"64",515076206,10001040201,3,3,"0101000020E6100000E6E786A6ECE652C0A7785C548BA64340"
"65",515076834,10001040201,2,2,"0101000020E6100000DBA4A2B1F6E652C0397CD28904A74340"
"66",515077105,10001040201,3,4,"0101000020E6100000E6ADBA0ED5E652C0C72DE6E786A64340"
"67",515077428,10001040201,2,2,"0101000020E6100000A0A9D72D02E752C0D174763238A64340"
"68",535003016,10001040201,10,11,"0101000020E61000006571FF91E9E652C0A9D898D711A74340"
"69",535004329,10001040201,1,1,"0101000020E61000000FD6FF39CCE652C050C24CDBBFA64340"
"70",541622700,10001040201,5,6,"0101000020E61000002CF180B229E752C044A67C08AAA64340"
"71",541622981,10001040201,3,3,"0101000020E61000005BED612F14E752C04A287D21E4A64340"
"72",541623716,10001040201,5,6,"0101000020E61000005BED612F14E752C04A287D21E4A64340"
"73",572018463,10001040201,2,2,"0101000020E6100000234BE658DEE652C0698B6B7C26A74340"
"74",572022721,10001040201,2,3,"0101000020E61000002BBEA1F0D9E652C049D6E1E82AA74340"
"75",603551813,10001040202,7,5,"0101000020E6100000FB2477D844E752C0A7B1BD16F4A44340"
"76",678079930,10001040202,11,7,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"77",678082272,10001040202,17,11,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"78",679940759,10001040202,1,1,"0101000020E6100000C21550A8A7E552C0B2D6506A2FA24340"
"79",682966205,10001040202,20,13,"0101000020E6100000EACE13CFD9E552C055DD239BABA04340"
"80",686880816,10001040202,1,1,"0101000020E61000009D2E8B89CDE652C0919BE1067CA64340"
"81",690897145,10001040202,6,4,"0101000020E6100000917C259012E652C0C4AF58C345A44340"
"82",691646418,10001040202,30,19,"0101000020E610000061FBC9181FE652C0247D5A457FA44340"
"83",695135657,10001040202,1,1,"0101000020E61000000211E2CAD9E652C0FC53AA44D9A34340"
"84",697219301,10001040202,6,4,"0101000020E61000008315A75A0BE652C0B532E197FAA34340"
"85",698180064,10001040202,2,2,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"86",714760568,10001040202,5,4,"0101000020E6100000F33AE2900DE652C0C83F33880FA44340"
"87",716527361,10001040202,5,4,"0101000020E610000049DBF81395E652C0B77BB94F8EA64340"
"88",716528054,10001040202,2,2,"0101000020E61000009D9FE238F0E552C0D9243FE2579E4340"
"89",716529094,10001040202,3,2,"0101000020E61000004E452A8C2DE752C07898F6CDFDA54340"
"90",716529342,10001040202,7,5,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"91",816272207,10001040202,7,5,"0101000020E6100000DBDE6E490EE752C027F56569A7A44340"
"92",816272298,10001040202,1,1,"0101000020E61000007CD2890453E552C0E7E44526E09D4340"
"93",816272645,10001040202,2,2,"0101000020E610000093533BC3D4E652C07172BF4351A64340"
"94",816272652,10001040202,10,7,"0101000020E610000093533BC3D4E652C07172BF4351A64340"
"95",816272678,10001040202,15,10,"0101000020E6100000E719FB928DE552C08BFB8F4C87A04340"
"96",816274039,10001040202,1,1,"0101000020E6100000213A048E04E752C039984D8061A54340"
"97",816274617,10001040202,2,2,"0101000020E6100000963D096CCEE652C0D122DBF97EA64340"
"98",816275010,10001040202,5,4,"0101000020E61000004030478FDFE552C02D08E57D1CA34340"
"99",816275333,10001040202,7,5,"0101000020E61000003123BC3D08E752C07FDB1324B6A54340"
"100",816275614,10001040202,60,37,"0101000020E610000073BB97FBE4E652C0EC8A19E1EDA54340"
"101",816275689,10001040202,6,4,"0101000020E6100000A29A92ACC3E652C05114E81379A64340"
"102",816275697,10001040202,4,3,"0101000020E61000007F6ABC7493E652C05AD5928E72A64340"
"103",816275762,10001040202,6,4,"0101000020E6100000D1C952EBFDE652C0C80A7E1B62A44340"
"104",816276067,10001040202,6,4,"0101000020E6100000EA9788B7CEE652C0AD4CF8A57EA64340"
"105",816276505,10001040202,18,12,"0101000020E6100000F52EDE8FDBE652C0D8BCAAB35AA64340"
"106",816325559,10001040202,2,2,"0101000020E6100000809D9B36E3E652C08670CCB227A54340"
"107",890638620,10001040202,54,34,"0101000020E61000001EE1B4E045E652C046D1031F83A54340"
"108",890638976,10001040202,3,2,"0101000020E6100000923D42CD90E552C0810A47904AA14340"
"109",890643562,10001040202,150,92,"0101000020E6100000111E6D1CB1E552C02D41464085A14340"
"110",898465182,10001040202,1,1,"0101000020E6100000FAD2DB9F8BE652C01B65FD6662A44340"
"111",909467433,10001040202,3,2,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"112",909469975,10001040202,3,2,"0101000020E6100000085BECF659E552C00074982F2F9E4340"
"113",909470684,10001040202,3,2,"0101000020E61000009FB0C403CAE652C0F7E5CC7685A64340"
"114",972805915,10001040202,3,2,"0101000020E610000043A9BD88B6E652C01E3526C45CA64340"
"115",982501165,10001040202,1,1,"0101000020E61000000DAB7823F3E652C045F30016F9A54340"
"116",989084264,10001040202,8,5,"0101000020E61000009AB0FD648CE552C05890662C9AA04340"
"117",998996052,10001040202,10,7,"0101000020E61000000CE544BB0AE752C0F4DC425722A64340"
"118",1835107,10001040202,17,11,"0101000020E6100000C6866EF607E652C0DFC5FB71FBA34340"
"119",3387842,10001040202,55,34,"0101000020E610000035255987A3E652C0E75608ABB1A64340"
"120",121613400,10001040202,1,1,"0101000020E6100000321EA5129EE652C0CC441152B7A54340"
"121",121613517,10001040202,1,1,"0101000020E6100000AAF3A8F8BFE652C0CB0F5CE509A64340"
"122",121613616,10001040202,1,1,"0101000020E61000009F7422C154E752C0F629C76471A54340"
"123",121614044,10001040202,1,1,"0101000020E61000000EF3E505D8E652C0E4D87A8670A64340"
"124",121614291,10001040202,40,25,"0101000020E6100000629F008A91E552C0FB5C6DC5FEA04340"
"125",121614481,10001040202,6,4,"0101000020E61000005CC64D0D34E652C0198C118942A54340"
"126",121614713,10001040202,6,4,"0101000020E61000009088299144E652C08675E3DD91A54340"
"127",121614804,10001040202,5,4,"0101000020E61000008315A75A0BE652C0B532E197FAA34340"
"128",121614853,10001040202,6,4,"0101000020E61000004C1C7920B2E652C06B9E23F25DA64340"
"129",121614895,10001040202,1,1,"0101000020E6100000BAF94674CFE652C0AD4CF8A57EA64340"
"130",121615025,10001040202,1,1,"0101000020E6100000209BE447FCE652C0D174763238A64340"
"131",121615033,10001040202,10,7,"0101000020E6100000629F008A91E552C0FB5C6DC5FEA04340"
"132",176076891,10001040202,2,2,"0101000020E6100000FA2B64AE0CE652C077BAF3C473A44340"
"133",223333105,10001040202,4,3,"0101000020E6100000FAD2DB9F8BE652C01B65FD6662A44340"
"134",223334921,10001040202,1,1,"0101000020E61000003DF20703CFE652C00798F90E7EA64340"
"135",223336348,10001040202,1,1,"0101000020E61000005DFB027AE1E552C06FF3C649619E4340"
"136",223337437,10001040202,2,2,"0101000020E6100000D66F26A60BE652C0CEDE196D55A44340"
"137",232542845,10001040202,3,2,"0101000020E6100000F1BDBF417BE652C0A7CAF78C44A64340"
"138",243997012,10001040202,2,2,"0101000020E6100000BCEA01F390E552C0D525E318C9A04340"
"139",248233280,10001040202,1,1,"0101000020E6100000134548DDCEE652C02B6EDC627EA64340"
"140",252338256,10001040202,1,1,"0101000020E610000056664AEB6FE652C02920ED7F80A34340"
"141",252338330,10001040202,19,12,"0101000020E61000005B0A48FB1FE652C0F415A4198BA44340"
"142",252341003,10001040202,2,2,"0101000020E6100000FAD2DB9F8BE652C01B65FD6662A44340"
"143",252342985,10001040202,60,37,"0101000020E61000009C6F44F7ACE652C09ECF807A33A64340"
"144",253322325,10001040202,10,7,"0101000020E610000027C11BD2A8E652C0A4FACE2F4AA64340"
"145",263447856,10001040202,8,5,"0101000020E61000006002B7EEE6E552C082AE7D01BD9E4340"
"146",300285046,10001040202,2,2,"0101000020E6100000914259F8FAE552C0350708E6E8A34340"
"147",302032024,10001040202,3,2,"0101000020E6100000838769DFDCE652C0B0AC342905A54340"
"148",302032537,10001040202,1,1,"0101000020E6100000A67F492A53E652C0DB300A82C7A54340"
"149",306054818,10001040202,8,5,"0101000020E6100000C85D8429CAE652C0AD4CF8A57EA64340"
"150",379527591,10001040202,1,1,"0101000020E6100000FAD2DB9F8BE652C01B65FD6662A44340"
"151",382586816,10001040202,1,1,"0101000020E6100000FE43FAEDEBE552C0E0F42EDE8F9F4340"
"152",399288919,10001040202,4,3,"0101000020E61000000F45813E91E552C01BF5108DEEA04340"
"153",400249871,10001040202,3,2,"0101000020E6100000986DA7AD11E652C07097FDBAD39F4340"
"154",400342246,10001040202,1,1,"0101000020E6100000B5E1B034F0E652C03410CB660EA14340"
"155",400451143,10001040202,1,1,"0101000020E61000004A09C1AA7AE652C04CC11A67D39F4340"
"156",400728855,10001040202,2,2,"0101000020E6100000D5B32094F7E652C083A10E2BDCA44340"
"157",400742418,10001040202,2,2,"0101000020E6100000B6A2CD716EE652C023861DC6A4A14340"
"158",413678343,10001040202,6,4,"0101000020E6100000D1C952EBFDE652C0C80A7E1B62A44340"
"159",423018126,10001040202,11,7,"0101000020E610000049DBF81395E652C0B77BB94F8EA64340"
"160",423042381,10001040202,2,2,"0101000020E6100000D53F8864C8E652C0919BE1067CA64340"
"161",423042597,10001040202,3,2,"0101000020E610000077A22424D2E552C0D9CEF753E39F4340"
"162",423042910,10001040202,5,4,"0101000020E6100000D86322A5D9E652C0747CB43863A64340"
"163",455358770,10001040202,6,4,"0101000020E61000002BC3B81B44E752C053B3075A81A54340"
"164",455359075,10001040202,1,1,"0101000020E610000092CEC0C8CBE652C0C440D7BE80A64340"
"165",472713965,10001040202,2,2,"0101000020E6100000382C0DFCA8E552C09FE6E44526A24340"
"166",493546865,10001040202,2,2,"0101000020E61000006571FF91E9E652C05B09DD2571A44340"
"167",515076776,10001040202,2,2,"0101000020E61000007BA2EBC20FE752C0A58636001BA64340"
"168",537112476,10001040202,43,27,"0101000020E6100000BCEA01F390E552C07EAA0A0DC4A04340"
"169",541618245,10001040202,1,1,"0101000020E61000004C1762F547E652C0E42F2DEA93A44340"
"170",541623294,10001040202,3,2,"0101000020E61000009012BBB6B7E652C0EB8F300C58A64340"
"171",541623492,10001040202,1,1,"0101000020E61000008BA8893E1FE752C043AA285E65A34340"
"172",563011105,10001040202,3,2,"0101000020E610000078279F1EDBE652C01D3EE94482A34340"
"173",571811926,10001040202,2,2,"0101000020E610000092088D60E3E552C050A8A78FC09F4340"
"174",573810306,10001040202,2,2,"0101000020E610000090831266DAE552C06E4F90D8EEA04340"
"175",575928874,10001040202,82,51,"0101000020E61000005DC47762D6E652C07EAB75E272A64340"
"176",591513627,10001040202,1,1,"0101000020E6100000080264E8D8E652C00C2252D32EA04340"
"177",597620905,10001040202,20,13,"0101000020E6100000BCEA01F390E552C0FB05BB61DBA04340"
"178",597649987,10001040203,10,10,"0101000020E6100000431D56B8E5E652C0DFFB1BB457A74340"
"179",603551730,10001040203,8,8,"0101000020E61000008BFA2477D8E652C0B20DDC813AA74340"
"180",679913368,10001040203,13,13,"0101000020E61000000AA1832EE1E552C0D89AADBCE4A34340"
"181",682899059,10001040203,2,3,"0101000020E61000007C293C6876E652C0FE45D09849A64340"
"182",716529458,10001040203,15,15,"0101000020E61000007C293C6876E652C0FE45D09849A64340"
"183",816272579,10001040203,3,3,"0101000020E61000000EA320787CE552C0FA7E6ABC74A14340"
"184",816273908,10001040203,4,5,"0101000020E6100000344C6DA983E652C07D59DAA9B9A64340"
"185",816274815,10001040203,15,16,"0101000020E61000004489963C9EE552C0003620425C9F4340"
"186",816274872,10001040203,2,3,"0101000020E6100000DC82A5BA80E652C004ABEAE577A64340"
"187",816275085,10001040203,1,2,"0101000020E6100000BABA63B14DE652C05F43705CC6A54340"
"188",816275630,10001040203,3,3,"0101000020E6100000452BF702B3E652C03D4679E6E5A64340"
"189",890638315,10001040203,29,30,"0101000020E61000001781B1BE81E652C017B83CD68CA64340"
"190",945045763,10001040203,15,16,"0101000020E61000002AA8A8FA95E552C0386744696FA24340"
"191",959290180,10001040203,2,2,"0101000020E610000053E8BCC62EE352C0DB4DF04DD3A74340"
"192",966226722,10001040203,6,6,"0101000020E610000071033E3F8CE552C0DB17D00B77A24340"
"193",966226953,10001040203,2,2,"0101000020E6100000164ED2FC31E652C0C423F1F274A64340"
"194",998995922,10001040203,7,7,"0101000020E6100000CBF78C4468E552C0861DC6A4BFA14340"
"195",311070270,10001040203,2,2,"0101000020E610000053E8BCC62EE352C0DB4DF04DD3A74340"
"196",541623203,10001040203,1,1,"0101000020E6100000DC7F643A74E452C0E8120EBDC5A74340"
"197",1765874,10001040203,65,66,"0101000020E610000081B2295778E552C08CF678211DA24340"
"198",1835040,10001040203,50,51,"0101000020E610000090DAC4C9FDE552C06E162F1686A44340"
"199",1835669,10001040203,65,66,"0101000020E6100000B4CBB73EACE552C04583143C85A24340"
"200",121473706,10001040203,4,4,"0101000020E6100000BC24CE8AA8E552C0F836FDD98FA24340"
"201",121473755,10001040203,1,1,"0101000020E61000002882380F27E652C09C6A2DCC42A54340"
"202",121612691,10001040203,2,2,"0101000020E610000067D65240DAE452C087C267EBE0A24340"
"203",121612733,10001040203,1,2,"0101000020E6100000425E0F26C5E552C0D7C0560916A34340"
"204",121612790,10001040203,1,2,"0101000020E61000001C2785798FE652C0A439B2F2CBA64340"
"205",121613095,10001040203,5,5,"0101000020E6100000A0185932C7E652C0F0332E1C08A74340"
"206",121614069,10001040203,75,76,"0101000020E6100000821FD5B0DFE652C0E6CFB7054BA74340"
"207",121614580,10001040203,1,2,"0101000020E6100000F8A41309A6E552C0B62E35423FA74340"
"208",121615181,10001040203,19,19,"0101000020E61000009AED0A7DB0E652C0EDBB22F8DFA64340"
"209",121615207,10001040203,1,2,"0101000020E6100000E2ADF36F97E552C0ADF886C2679F4340"
"210",177815107,10001040203,4,5,"0101000020E6100000D829560DC2E652C0F0332E1C08A74340"
"211",223337395,10001040203,5,5,"0101000020E61000007AA9D898D7E552C038F4160FEFA34340"
"212",238777544,10001040203,1,2,"0101000020E61000009A22C0E95DE652C0E90DF7915BA74340"
"213",252336789,10001040203,5,5,"0101000020E6100000957EC2D9ADE552C078280AF489A24340"
"214",258588516,10001040203,1,2,"0101000020E610000062821ABE85E652C0E1D4079277A64340"
"215",261797013,10001040203,50,51,"0101000020E61000005796E82CB3E552C06F29E78BBDA34340"
"216",300282514,10001040203,2,3,"0101000020E6100000A52DAEF199E552C01F4C8A8F4FA24340"
"217",300285038,10001040203,3,4,"0101000020E61000002EC901BB9AE352C0F73C7FDAA8A64340"
"218",300285129,10001040203,1,2,"0101000020E6100000E0D6DD3CD5E452C04B06802A6EA44340"
"219",305593204,10001040203,5,5,"0101000020E61000001021AE9CBDE652C056B8E52329A74340"
"220",306054834,10001040203,1,2,"0101000020E6100000F7EAE3A1EFE552C049F3C7B436A74340"
"221",316435726,10001040203,2,3,"0101000020E61000005E85949F54E652C096CB46E7FCA64340"
"222",355762899,10001040203,12,12,"0101000020E6100000A35698BED7E552C03524EEB1F4A34340"
"223",378775100,10001040203,2,3,"0101000020E6100000E3DD91B1DAE552C0E3E13D0796A34340"
"224",379529712,10001040203,30,31,"0101000020E61000003A9677D503E652C0D44334BA83A44340"
"225",400173892,10001040203,10,10,"0101000020E610000032E884D041E252C0B4E55C8AABA44340"
"226",400342207,10001040203,2,3,"0101000020E6100000A01518B2BAE552C023BBD23252A34340"
"227",400476062,10001040203,2,2,"0101000020E6100000C70DBF9B6EE552C00BB8E7F9D3A24340"
"228",423019298,10001040203,5,5,"0101000020E6100000484F9143C4E652C023D923D40CA74340"
"229",423042605,10001040203,4,4,"0101000020E61000000C3ECDC98BE652C01497E31588A64340"
"230",423042746,10001040203,19,20,"0101000020E61000001A6D5512D9E552C062BB7B80EEA34340"
"231",455356618,10001040203,140,141,"0101000020E6100000315F5E807DE552C0533E0455A3A14340"
"232",455360511,10001040203,2,3,"0101000020E6100000F08AE07F2BE652C019AA622AFDA64340"
"233",455361154,10001040203,15,15,"0101000020E61000009DD9AED007E652C014799274CDA44340"
"234",472714427,10001040203,10,10,"0101000020E61000007C293C6876E652C0FE45D09849A64340"
"235",493560197,10001040203,1,1,"0101000020E6100000F23FF9BB77E652C0F624B03907A74340"
"236",506596816,10001040203,1,1,"0101000020E61000007E37DDB243E552C017BCE82B48A14340"
"237",515075554,10001040203,80,81,"0101000020E61000007520EBA9D5E552C055D97745F0A34340"
"238",515077212,10001040203,3,3,"0101000020E6100000452BF702B3E652C03D4679E6E5A64340"
"239",541622627,10001040203,2,2,"0101000020E6100000FAD4B14AE9E552C0335019FF3EA54340"
"240",541623435,10001040203,7,7,"0101000020E610000000C45DBD8AE652C003931B45D6A64340"
"241",541629192,10001040203,4,4,"0101000020E6100000452BF702B3E652C03D4679E6E5A64340"
"242",572020055,10001040203,3,3,"0101000020E6100000E204A6D3BAE652C016F71F990EA74340"
"243",572020147,10001040203,1,1,"0101000020E61000001A31B3CF63E652C052499D8026A64340"
"244",597611649,10001040203,3,4,"0101000020E6100000CE380D5185E552C0ED629AE95EA14340"
"245",597619816,10001040203,9,9,"0101000020E61000008BFA2477D8E652C0B20DDC813AA74340"
"246",909466864,10001040400,5,6,"0101000020E6100000B5368DEDB5DF52C0878A71FE269A4340"
"247",966199952,10001040400,1,1,"0101000020E6100000B7F0BC546CE052C03C6A4C88B99C4340"
"248",959839606,10001040500,5,5,"0101000020E610000021E7FD7F9CE252C0C32B499EEB9D4340"
"249",982392177,10001040500,4,4,"0101000020E6100000315F5E807DE552C07B14AE47E19E4340"
"250",121552145,10001040500,7,7,"0101000020E61000005FF0694E5EE152C0D49B51F355964340"
"251",121554091,10001040500,1,1,"0101000020E61000005FF0694E5EE152C0D49B51F355964340"
"252",121560650,10001040500,1,1,"0101000020E61000009CA38E8EABE152C0268C6665FB964340"
"253",121561492,10001040500,4,4,"0101000020E6100000321F10E84CE152C0810706103E964340"
"254",121563100,10001040500,15,14,"0101000020E61000006494675E0EE152C0925D6919A9954340"
"255",121564207,10001040500,3,3,"0101000020E6100000683C11C479DF52C09206B7B585974340"
"256",217304153,10001040500,4,4,"0101000020E610000070EF1AF4A5E152C00D37E0F3C3964340"
"257",220307623,10001040500,4,4,"0101000020E61000005C3B511212E152C0D8497D59DA954340"
"258",223334673,10001040500,2,2,"0101000020E6100000D5928E7230E152C035B6D782DE954340"
"259",223335191,10001040500,8,8,"0101000020E6100000D5928E7230E152C035B6D782DE954340"
"260",227570397,10001040500,3,3,"0101000020E6100000548EC9E2FEE052C0984EEB36A8954340"
"261",237271291,10001040500,3,3,"0101000020E6100000D5928E7230E152C035B6D782DE954340"
"262",243997061,10001040500,5,5,"0101000020E6100000481B47ACC5E152C0663046240A974340"
"263",249930678,10001040500,1,1,"0101000020E61000005FF0694E5EE152C0D49B51F355964340"
"264",890642093,10001040500,107,97,"0101000020E61000007FBDC282FBE052C0B1868BDCD3954340"
"265",890643646,10001040500,70,64,"0101000020E6100000209738F240E152C084807C0915964340"
"266",909464109,10001040500,6,6,"0101000020E610000039B9DFA128E152C08124ECDB49964340"
"267",909464331,10001040500,60,55,"0101000020E61000006D6FB72407E152C075B169A510964340"
"268",909470601,10001040500,4,4,"0101000020E61000005FF0694E5EE152C0D49B51F355964340"
"269",945059137,10001040500,3,3,"0101000020E61000006C7BBB2539E152C0F1475167EE954340"
"270",121560239,10001040500,35,32,"0101000020E61000007F4C6BD3D8E152C03FE1ECD632974340"
"271",121560668,10001040500,10,10,"0101000020E61000007EC7F0D8CFE152C0D9D0CDFE40974340"
"272",307842302,10001040500,6,6,"0101000020E61000008FFCC1C073E552C0FBCBEEC9C39E4340"
"273",121548432,10001040500,2,2,"0101000020E6100000F2D24D6210E452C06953758F6C9A4340"
"274",121548556,10001040500,3,3,"0101000020E6100000A0FA07910CE452C04D8578245E9A4340"
"275",121548648,10001040500,6,6,"0101000020E6100000B7291E17D5E452C0DFA63FFB919C4340"
"276",121549976,10001040500,300,271,"0101000020E610000030F488D173E252C029D027F224994340"
"277",121550057,10001040500,30,28,"0101000020E61000002043C70E2AE452C0009013268C9A4340"
"278",121552905,10001040500,12,11,"0101000020E610000030F488D173E252C029D027F224994340"
"279",121553515,10001040500,14,13,"0101000020E610000046EBA86A82E252C0249BABE639984340"
"280",121553879,10001040500,6,6,"0101000020E610000032056B9C4DE352C02827DA5548994340"
"281",121554307,10001040500,4,4,"0101000020E610000082E2C798BBE352C04E9D47C5FF994340"
"282",121554877,10001040500,7,7,"0101000020E610000030F488D173E252C029D027F224994340"
"283",121555189,10001040500,5,5,"0101000020E610000030F488D173E252C029D027F224994340"
"284",121555387,10001040500,7,7,"0101000020E610000030F488D173E252C029D027F224994340"
"285",121557086,10001040500,2,2,"0101000020E6100000FDFA213658E452C019E59997C39A4340"
"286",121557326,10001040500,2,2,"0101000020E610000052BAF42F49E352C0CF328B506C994340"
"287",121558357,10001040500,9,9,"0101000020E610000030F488D173E252C029D027F224994340"
"288",121558464,10001040500,5,5,"0101000020E6100000C5E6E3DA50E352C0FC8F4C874E994340"
"289",121560809,10001040500,12,11,"0101000020E610000030F488D173E252C029D027F224994340"
"290",121563217,10001040500,11,10,"0101000020E6100000A8C4758C2BE352C0761C3F541A994340"
"291",121563936,10001040500,15,14,"0101000020E610000030F488D173E252C029D027F224994340"
"292",121564512,10001040500,9,9,"0101000020E610000030F488D173E252C029D027F224994340"
"293",121564546,10001040500,8,8,"0101000020E610000030F488D173E252C029D027F224994340"
"294",121575120,10001040500,6,6,"0101000020E6100000D3F6AFAC34E352C055849B8C2A994340"
"295",177341336,10001040500,1,1,"0101000020E610000045BB0A293FE352C0D1B01875AD9B4340"
"296",209579572,10001040500,31,28,"0101000020E6100000C9224DBC03E352C0D9B45208E4984340"
"297",211468863,10001040500,3,3,"0101000020E610000001DBC1887DE352C0C28A53AD85994340"
"298",214711152,10001040500,4,4,"0101000020E610000030F488D173E252C029D027F224994340"
