"COUNTRY","YEAR","SAMPLE","SERIALNO","PERSONS","HHWT","FORMTYPE","REGIONW","puma_id","GEOLEV2","SEWAGE","PERNUM","PERWT","RESIDENT","longitude","latitude","SYNTHETIC_SERIAL"
858,2011,858201101,11435000,6,10,NA,24,858001,NA,11,1,10,NA,-56.6869502789108,-30.5106733285627,30
858,2011,858201101,22268000,1,10,NA,24,858001,NA,11,1,10,NA,-57.1000505751323,-30.6587493970063,31
858,2011,858201101,48538000,2,10,NA,24,858001,NA,12,1,10,NA,-56.529381374345,-30.7981312702481,32
858,2011,858201101,115541000,4,10,NA,24,858018,NA,12,1,10,NA,-56.8811531353096,-30.2170898263948,33
858,2011,858201101,63300000,4,10,NA,24,858003,NA,12,1,10,NA,-57.0030822548226,-30.1818228943613,34
858,2011,858201101,53812000,1,0,NA,24,858003,NA,0,1,10,NA,-57.2664579053074,-30.5459367929862,35
858,2011,858201101,90018000,1,10,NA,24,858010,NA,11,1,10,NA,-57.0699000264465,-30.3382654059121,36
858,2011,858201101,88351000,3,10,NA,24,858010,NA,12,1,10,NA,-57.1055504188947,-30.1111032149451,37
858,2011,858201101,86420000,4,10,NA,24,858010,NA,11,1,10,NA,-57.1937577412938,-30.2728178865075,38
858,2011,858201101,99494000,3,10,NA,24,858013,NA,12,1,10,NA,-56.5578452519471,-30.3273856354915,39
858,2011,858201101,50159000,2,10,NA,24,858002,NA,12,1,10,NA,-56.1182838100919,-30.7353996059191,40
858,2011,858201101,106655000,2,10,NA,24,858015,NA,11,1,10,NA,-57.1626483658044,-30.2775663635901,41
858,2011,858201101,15036000,2,10,NA,24,858001,NA,11,1,10,NA,-57.2431502519021,-30.6095692640045,42
858,2011,858201101,28495000,3,10,NA,24,858001,NA,12,1,10,NA,-56.9063856444043,-30.5064238601245,43
858,2011,858201101,113060000,4,10,NA,24,858017,NA,12,1,10,NA,-57.1561996140433,-30.5429038191559,44
858,2011,858201101,62622000,5,10,NA,24,858003,NA,12,1,10,NA,-56.9939622288578,-30.4034347556975,45
858,2011,858201101,97312000,3,10,NA,24,858013,NA,12,1,10,NA,-56.5843897914413,-30.7773854075494,46
858,2011,858201101,108908000,2,10,NA,24,858016,NA,12,1,10,NA,-56.8077274066714,-30.6794220155574,47
858,2011,858201101,95067000,1,10,NA,24,858012,NA,11,1,10,NA,-56.0177304190596,-30.9583221411909,48
858,2011,858201101,101890000,1,10,NA,24,858014,NA,12,1,10,NA,-56.3741984584498,-30.4972331035768,49
858,2011,858201101,81852000,3,10,NA,24,858008,NA,12,1,10,NA,-56.5424261530111,-30.8249644715993,50
858,2011,858201101,103197000,4,10,NA,24,858015,NA,11,1,10,NA,-56.406267465353,-30.8546893152934,51
858,2011,858201101,70033000,3,10,NA,24,858003,NA,12,1,10,NA,-57.0792446507474,-30.7142470806942,52
858,2011,858201101,105443000,2,10,NA,24,858015,NA,11,1,10,NA,-57.4855168464234,-30.8129618014727,53
858,2011,858201101,42179000,3,10,NA,24,858001,NA,11,1,10,NA,-56.417634859831,-30.7276809632643,54
858,2011,858201101,984000,2,10,NA,24,858001,NA,11,1,10,NA,-57.0176891936593,-30.0930954234393,55
858,2011,858201101,102343000,8,10,NA,24,858014,NA,12,1,10,NA,-57.0379198574765,-30.3724920762272,56
858,2011,858201101,35304000,2,10,NA,24,858001,NA,11,1,10,NA,-56.4387484057691,-30.5662825072115,57
858,2011,858201101,84254000,4,10,NA,24,858009,NA,12,1,10,NA,-57.1917758499304,-30.6679861735438,58
858,2011,858201101,74651000,3,10,NA,24,858005,NA,12,1,10,NA,-56.3758092127488,-30.737811474505,59
858,2011,858201101,47441000,5,10,NA,24,858001,NA,12,1,10,NA,-56.6790085913715,-30.7153003295337,60
858,2011,858201101,57430000,1,10,NA,24,858003,NA,11,1,10,NA,-56.2527279438383,-30.6778720520762,61
858,2011,858201101,72748000,7,10,NA,24,858004,NA,12,1,10,NA,-56.5337856460615,-30.5684688450599,62
858,2011,858201101,5662000,4,10,NA,24,858001,NA,12,1,10,NA,-57.2011092606105,-30.2959633174453,63
858,2011,858201101,24644000,3,10,NA,24,858001,NA,11,1,10,NA,-57.4562966837554,-30.343797470472,64
858,2011,858201101,45652000,2,10,NA,24,858001,NA,11,1,10,NA,-57.7542820550213,-30.4215198236873,65
858,2011,858201101,91480000,1,10,NA,24,858011,NA,11,1,10,NA,-56.8702522071797,-30.6976857109759,66
858,2011,858201101,52349000,2,10,NA,24,858003,NA,11,1,10,NA,-56.6896314382647,-30.6595427945095,67
858,2011,858201101,22432000,1,10,NA,24,858001,NA,11,1,10,NA,-57.772472381851,-30.6408565166708,68
858,2011,858201101,93332000,2,10,NA,24,858011,NA,11,1,10,NA,-57.6282228264828,-30.4143047086199,69
858,2011,858201101,26488000,2,10,NA,24,858001,NA,11,1,10,NA,-56.6483142155053,-30.6974148515516,70
858,2011,858201101,13104000,5,10,NA,24,858001,NA,11,1,10,NA,-56.4303485534949,-30.8026534954009,71
858,2011,858201101,108086000,5,10,NA,24,858016,NA,11,1,10,NA,-57.4871448318726,-30.7765336632168,72
858,2011,858201101,89055000,2,10,NA,24,858010,NA,11,1,10,NA,-56.5454609756118,-30.4139556803354,73
858,2011,858201101,106264000,5,10,NA,24,858015,NA,12,1,10,NA,-56.9455440987876,-30.4599765833145,74
858,2011,858201101,54687000,2,10,NA,24,858003,NA,0,1,10,NA,-56.7230258005711,-30.6766146086941,75
858,2011,858201101,57811000,1,10,NA,24,858003,NA,12,1,10,NA,-57.5329906920156,-30.548968969316,76
858,2011,858201101,83654000,2,10,NA,24,858009,NA,12,1,10,NA,-57.2163823677053,-30.3978962687906,77
858,2011,858201101,36404000,4,10,NA,24,858001,NA,11,1,10,NA,-56.7511217821344,-30.6643605615229,78
858,2011,858201101,56854000,2,10,NA,24,858003,NA,12,1,10,NA,-57.007649903633,-30.3798989811043,79
858,2011,858201101,77622000,2,10,NA,24,858005,NA,12,1,10,NA,-56.8178185517789,-30.2820367509849,80
858,2011,858201101,27415000,2,10,NA,24,858001,NA,12,1,10,NA,-56.4303609127004,-30.560338554482,81
858,2011,858201101,90459000,3,10,NA,24,858010,NA,11,1,10,NA,-56.3601709546785,-30.7615617545387,82
858,2011,858201101,73810000,1,10,NA,24,858005,NA,12,1,10,NA,-56.9661032699311,-30.4350698490021,83
858,2011,858201101,40327000,1,10,NA,24,858001,NA,11,1,10,NA,-56.2878528256168,-30.8775594595696,84
858,2011,858201101,18557000,1,10,NA,24,858001,NA,99,1,10,NA,-56.6530965478324,-30.3104342074246,85
858,2011,858201101,7530000,5,10,NA,24,858001,NA,11,1,10,NA,-57.4491808417774,-30.6589484299863,86
858,2011,858201101,69417000,4,10,NA,24,858003,NA,12,1,10,NA,-57.8765252945232,-30.5340024925627,87
858,2011,858201101,112654000,2,10,NA,24,858017,NA,11,1,10,NA,-56.5544217365422,-30.5927895426381,88
858,2011,858201101,72588000,3,10,NA,24,858004,NA,12,1,10,NA,-57.7398020803404,-30.5186629148752,89
858,2011,858201101,100357000,1,10,NA,24,858014,NA,11,1,10,NA,-57.07976253201,-30.3112880215902,90
858,2011,858201101,13678000,4,10,NA,24,858001,NA,99,1,10,NA,-57.4035004957947,-30.4248155329435,91
858,2011,858201101,34659000,4,10,NA,24,858001,NA,11,1,10,NA,-57.591904040588,-30.3782812878223,92
858,2011,858201101,112539000,7,10,NA,24,858017,NA,0,1,10,NA,-56.2395846798849,-30.6113044941854,93
858,2011,858201101,12434000,3,10,NA,24,858001,NA,12,1,10,NA,-57.2578158068499,-30.3729815918533,94
858,2011,858201101,52905000,2,10,NA,24,858003,NA,12,1,10,NA,-56.6158521021755,-30.6551233875938,95
858,2011,858201101,35652000,1,10,NA,24,858001,NA,11,1,10,NA,-57.5289684862488,-30.5417061409856,96
858,2011,858201101,62698000,1,10,NA,24,858003,NA,12,1,10,NA,-56.0038373724615,-30.8320975863171,97
858,2011,858201101,51930000,4,10,NA,24,858002,NA,12,1,10,NA,-56.6060942778864,-30.5518077280022,98
858,2011,858201101,12381000,4,10,NA,24,858001,NA,12,1,10,NA,-56.8520424523522,-30.2552076229545,99
858,2011,858201101,36492000,4,10,NA,24,858001,NA,11,1,10,NA,-57.1833559001092,-30.3568130957374,100
858,2011,858201101,13296000,2,10,NA,24,858001,NA,11,1,10,NA,-56.9277278914388,-30.2988726660199,101
858,2011,858201101,69350000,1,10,NA,24,858003,NA,12,1,10,NA,-56.6998616857643,-30.355516658612,102
858,2011,858201101,87095000,4,10,NA,24,858010,NA,11,1,10,NA,-56.9095509834913,-30.2038884303878,103
858,2011,858201101,71884000,8,10,NA,24,858004,NA,12,1,10,NA,-56.4679935180019,-30.4769440352087,104
858,2011,858201101,73282000,1,10,NA,24,858005,NA,11,1,10,NA,-57.2499345549838,-30.4870652026511,105
858,2011,858201101,109575000,5,10,NA,24,858016,NA,12,1,10,NA,-56.5623944071173,-30.6228641446399,106
858,2011,858201101,116966000,4,10,NA,24,858019,NA,11,1,10,NA,-57.1190707355923,-30.6629125825489,107
858,2011,858201101,88398000,2,10,NA,24,858010,NA,11,1,10,NA,-56.7849801137068,-30.2692115917962,108
858,2011,858201101,46744000,1,10,NA,24,858001,NA,11,1,10,NA,-56.9419997217785,-30.7519095674245,109
858,2011,858201101,114089000,1,10,NA,24,858018,NA,11,1,10,NA,-57.0931689567032,-30.6562696342286,110
858,2011,858201101,63130000,4,10,NA,24,858003,NA,12,1,10,NA,-56.031028047319,-30.8861154967562,111
858,2011,858201101,21965000,1,10,NA,24,858001,NA,11,1,10,NA,-56.9654329196472,-30.5652192690105,112
858,2011,858201101,100678000,2,10,NA,24,858014,NA,12,1,10,NA,-56.1009114912894,-30.8029402206016,113
858,2011,858201101,78606000,5,10,NA,24,858006,NA,12,1,10,NA,-57.2048408102801,-30.4629355222899,114
858,2011,858201101,287000,1,10,NA,24,858001,NA,11,1,10,NA,-56.933869289555,-30.770051205869,115
858,2011,858201101,107353000,4,10,NA,24,858016,NA,12,1,10,NA,-57.137727057163,-30.6421847211254,116
858,2011,858201101,45323000,5,10,NA,24,858001,NA,11,1,10,NA,-57.3259137849156,-30.580747344384,117
858,2011,858201101,116960000,1,10,NA,24,858019,NA,11,1,10,NA,-56.7141313405118,-30.2104217398266,118
858,2011,858201101,116592000,4,10,NA,24,858018,NA,12,1,10,NA,-56.7255862599512,-30.4039205612029,119
858,2011,858201101,2444000,1,10,NA,24,858001,NA,99,1,10,NA,-56.2787181727472,-30.8315111632865,120
858,2011,858201101,47466000,4,10,NA,24,858001,NA,12,1,10,NA,-57.8207362981751,-30.5748795255525,121
858,2011,858201101,112106000,1,10,NA,24,858017,NA,0,1,10,NA,-56.629686172204,-30.8152387215186,122
858,2011,858201101,39749000,6,10,NA,24,858001,NA,12,1,10,NA,-56.4495722427462,-30.4567901671752,123
858,2011,858201101,62545000,4,10,NA,24,858003,NA,12,1,10,NA,-56.1376261548006,-30.9473388508144,124
858,2011,858201101,65827000,6,10,NA,24,858003,NA,12,1,10,NA,-57.2761418785837,-30.648628647561,125
858,2011,858201101,11149000,2,10,NA,24,858001,NA,99,1,10,NA,-57.053349021349,-30.7022768689733,126
858,2011,858201101,58481000,2,10,NA,24,858003,NA,12,1,10,NA,-56.8731770359518,-30.5558504015298,127
858,2011,858201101,80627000,4,10,NA,24,858008,NA,11,1,10,NA,-56.7521500751119,-30.2438191885181,128
858,2011,858201101,103200000,2,10,NA,24,858015,NA,0,1,10,NA,-56.6094671590745,-30.4956078963095,129
858,2011,858201101,106224000,4,10,NA,24,858015,NA,12,1,10,NA,-56.7396976353896,-30.1864798597348,130
858,2011,858201101,35552000,3,10,NA,24,858001,NA,11,1,10,NA,-56.5979786235706,-30.5248923062075,131
858,2011,858201101,52471000,1,10,NA,24,858003,NA,11,1,10,NA,-56.7814373277627,-30.2487938731494,132
858,2011,858201101,52592000,2,10,NA,24,858003,NA,11,1,10,NA,-56.3608174726414,-30.7546359442079,133
858,2011,858201101,24459000,7,10,NA,24,858001,NA,12,1,10,NA,-56.7872378983156,-30.1555172239583,134
858,2011,858201101,104317000,6,10,NA,24,858015,NA,11,1,10,NA,-56.1922214547166,-30.9599743928274,135
858,2011,858201101,66654000,4,10,NA,24,858003,NA,12,1,10,NA,-56.810376726126,-30.7198465245351,136
858,2011,858201101,19306000,5,10,NA,24,858001,NA,12,1,10,NA,-56.233799272939,-30.6669918072765,137
858,2011,858201101,42467000,1,10,NA,24,858001,NA,11,1,10,NA,-56.8976874012339,-30.2251385855679,138
858,2011,858201101,476000,2,10,NA,24,858001,NA,11,1,10,NA,-56.2263690213654,-30.8548465582968,139
858,2011,858201101,45927000,3,10,NA,24,858001,NA,11,1,10,NA,-56.4476440897927,-30.4872251221042,140
858,2011,858201101,54306000,4,10,NA,24,858003,NA,11,1,10,NA,-56.0647565833219,-31.0431188504112,141
858,2011,858201101,85721000,3,10,NA,24,858010,NA,12,1,10,NA,-57.2515892909612,-30.4551096330286,142
858,2011,858201101,50272000,2,10,NA,24,858002,NA,11,1,10,NA,-56.4243124362363,-30.8019752076507,143
858,2011,858201101,71070000,3,10,NA,24,858004,NA,11,1,10,NA,-56.6914291393842,-30.6948579178083,144
858,2011,858201101,63087000,3,10,NA,24,858003,NA,12,1,10,NA,-56.6988489137524,-30.5064597623646,145
858,2011,858201101,40565000,2,10,NA,24,858001,NA,11,1,10,NA,-56.4696004201788,-30.8225608144154,146
858,2011,858201101,82643000,3,10,NA,24,858008,NA,11,1,10,NA,-57.7588439077141,-30.5078933516855,147
858,2011,858201101,31491000,1,10,NA,24,858001,NA,11,1,10,NA,-56.5657500208438,-30.6795225359425,148
858,2011,858201101,3726000,4,10,NA,24,858001,NA,11,1,10,NA,-57.1399348142234,-30.1768974251562,149
858,2011,858201101,1574000,1,10,NA,24,858001,NA,11,1,10,NA,-57.8277340448676,-30.569084634993,150
858,2011,858201101,80152000,5,10,NA,24,858007,NA,11,1,10,NA,-56.5273889676935,-30.4919721361969,151
858,2011,858201101,88660000,3,10,NA,24,858010,NA,11,1,10,NA,-56.6561042780451,-30.6412174182477,152
858,2011,858201101,87872000,2,10,NA,24,858010,NA,11,1,10,NA,-56.5604668595035,-30.7810402456308,153
858,2011,858201101,7744000,1,10,NA,24,858001,NA,11,1,10,NA,-56.4888317574357,-30.4799520913378,154
858,2011,858201101,104737000,5,10,NA,24,858015,NA,11,1,10,NA,-56.3077779146113,-30.566282002943,155
858,2011,858201101,34374000,1,10,NA,24,858001,NA,11,1,10,NA,-56.4914113246523,-30.7908435314623,156
858,2011,858201101,6356000,6,10,NA,24,858001,NA,11,1,10,NA,-56.3244136934074,-30.581312308266,157
858,2011,858201101,67943000,2,10,NA,24,858003,NA,12,1,10,NA,-56.9920397697295,-30.3220552015622,158
858,2011,858201101,88173000,4,10,NA,24,858010,NA,11,1,10,NA,-57.0408110932108,-30.2052869928624,159
858,2011,858201101,111700000,8,10,NA,24,858017,NA,11,1,10,NA,-56.4159226081589,-30.4610241905514,160
858,2011,858201101,22502000,2,10,NA,24,858001,NA,11,1,10,NA,-57.3161628576034,-30.7052293577502,161
858,2011,858201101,36461000,3,10,NA,24,858001,NA,11,1,10,NA,-56.6078671835437,-30.5286025250596,162
858,2011,858201101,1992000,1,10,NA,24,858001,NA,11,1,10,NA,-56.2880917413242,-30.5684518794938,163
858,2011,858201101,58440000,4,10,NA,24,858003,NA,12,1,10,NA,-57.6070695734421,-30.6362950819831,164
858,2011,858201101,43868000,1,10,NA,24,858001,NA,11,1,10,NA,-57.4508121174056,-30.7534011802271,165
858,2011,858201101,47469000,5,10,NA,24,858001,NA,99,1,10,NA,-57.4167194347511,-30.6407002018203,166
858,2011,858201101,42538000,3,10,NA,24,858001,NA,11,1,10,NA,-56.247769074144,-30.7420798902595,167
858,2011,858201101,31899000,2,10,NA,24,858001,NA,11,1,10,NA,-57.3302450987944,-30.3178605831334,168
858,2011,858201101,35704000,12,10,NA,24,858001,NA,11,1,10,NA,-57.5983831279768,-30.5428235311,169
858,2011,858201101,36069000,2,10,NA,24,858001,NA,11,1,10,NA,-57.3496105371943,-30.7251593262766,170
858,2011,858201101,97201000,4,10,NA,24,858013,NA,12,1,10,NA,-56.8527485748085,-30.520503061204,171
858,2011,858201101,48212000,2,10,NA,24,858001,NA,11,1,10,NA,-56.4743217340768,-30.6121715171509,172
858,2011,858201101,41694000,1,10,NA,24,858001,NA,11,1,10,NA,-56.7492125222478,-30.3853699689468,173
858,2011,858201101,45091000,2,10,NA,24,858001,NA,11,1,10,NA,-56.5406116077692,-30.4402527342461,174
858,2011,858201101,97131000,4,10,NA,24,858013,NA,11,1,10,NA,-57.6305802587907,-30.7487275520296,175
858,2011,858201101,35503000,4,10,NA,24,858001,NA,11,1,10,NA,-57.0249800709469,-30.5088515861087,176
858,2011,858201101,89288000,2,10,NA,24,858010,NA,11,1,10,NA,-57.3209364277808,-30.4408940299294,177
858,2011,858201101,40910000,2,10,NA,24,858001,NA,11,1,10,NA,-56.8482252495363,-30.3077777045453,178
858,2011,858201101,44730000,1,10,NA,24,858001,NA,11,1,10,NA,-56.7258818238619,-30.431758608639,179
858,2011,858201101,41013000,3,10,NA,24,858001,NA,11,1,10,NA,-57.4274397378096,-30.3330048169033,180
858,2011,858201101,66573000,2,10,NA,24,858003,NA,12,1,10,NA,-57.532391215199,-30.2864905505053,181
858,2011,858201101,15581000,3,10,NA,24,858001,NA,12,1,10,NA,-56.1079733557329,-30.7697252000332,182
858,2011,858201101,61004000,3,10,NA,24,858003,NA,12,1,10,NA,-56.0531629246056,-30.8757462054463,183
858,2011,858201101,23279000,2,10,NA,24,858001,NA,11,1,10,NA,-57.1563260871077,-30.2029903929861,184
858,2011,858201101,71683000,5,10,NA,24,858004,NA,12,1,10,NA,-56.5197086031762,-30.5408717949345,185
858,2011,858201101,72461000,2,10,NA,24,858004,NA,12,1,10,NA,-56.8404325437827,-30.5050687587093,186
858,2011,858201101,111023000,1,10,NA,24,858017,NA,11,1,10,NA,-56.4692239063509,-30.4571825879095,187
858,2011,858201101,79842000,5,10,NA,24,858007,NA,11,1,10,NA,-56.8807301214658,-30.1423209922311,188
858,2011,858201101,14768000,3,10,NA,24,858001,NA,11,1,10,NA,-57.403187446996,-30.7329680525213,189
858,2011,858201101,23591000,5,10,NA,24,858001,NA,11,1,10,NA,-56.8440853642952,-30.4200049425287,190
858,2011,858201101,47751000,1,10,NA,24,858001,NA,11,1,10,NA,-56.9233443624633,-30.326000602221,191
858,2011,858201101,108538000,4,10,NA,24,858016,NA,12,1,10,NA,-56.1145821696109,-30.8110332999245,192
858,2011,858201101,38014000,2,10,NA,24,858001,NA,11,1,10,NA,-56.4818454045933,-30.6026879194207,193
858,2011,858201101,87761000,1,10,NA,24,858010,NA,11,1,10,NA,-57.0185067659481,-30.6515108564377,194
858,2011,858201101,98000000,4,10,NA,24,858013,NA,11,1,10,NA,-57.6523422777578,-30.4015696262281,195
858,2011,858201101,10248000,1,10,NA,24,858001,NA,11,1,10,NA,-57.3693224513719,-30.765995162094,196
858,2011,858201101,96812000,2,10,NA,24,858013,NA,11,1,10,NA,-56.6204761272955,-30.5860641639701,197
858,2011,858201101,27770000,1,10,NA,24,858001,NA,11,1,10,NA,-57.1531705198081,-30.4628231290654,198
858,2011,858201101,64114000,4,10,NA,24,858003,NA,11,1,10,NA,-57.4176035682914,-30.7408209569418,199
858,2011,858201101,10472000,4,10,NA,24,858001,NA,11,1,10,NA,-56.1646361913021,-30.8573112161164,200
858,2011,858201101,106706000,2,10,NA,24,858015,NA,11,1,10,NA,-56.4393720217834,-30.4894648936174,201
858,2011,858201101,19409000,1,10,NA,24,858001,NA,12,1,10,NA,-56.5792823814564,-30.4811714403724,202
858,2011,858201101,91633000,2,10,NA,24,858011,NA,11,1,10,NA,-56.635937819658,-30.2651596247386,203
858,2011,858201101,62944000,3,10,NA,24,858003,NA,12,1,10,NA,-56.3608958506395,-30.6093615205621,204
858,2011,858201101,29392000,3,10,NA,24,858001,NA,11,1,10,NA,-57.3446886955201,-30.538891960576,205
858,2011,858201101,4271000,4,10,NA,24,858001,NA,12,1,10,NA,-57.6649396337029,-30.6714418950911,206
858,2011,858201101,101229000,5,10,NA,24,858014,NA,12,1,10,NA,-57.3784925199411,-30.4570667370381,207
858,2011,858201101,82591000,1,10,NA,24,858008,NA,11,1,10,NA,-57.1035864919974,-30.2541897272528,208
858,2011,858201101,109536000,4,10,NA,24,858016,NA,12,1,10,NA,-56.3110722694555,-30.5609246682038,209
858,2011,858201101,54905000,2,10,NA,24,858003,NA,11,1,10,NA,-56.703546572459,-30.4218327785476,210
858,2011,858201101,20016000,6,10,NA,24,858001,NA,12,1,10,NA,-57.7887065108257,-30.5195923475751,211
858,2011,858201101,48697000,1,10,NA,24,858001,NA,11,1,10,NA,-57.2279680706536,-30.3404411921633,212
858,2011,858201101,6460000,2,10,NA,24,858001,NA,11,1,10,NA,-57.2827385223418,-30.5976229227276,213
858,2011,858201101,28806000,4,10,NA,24,858001,NA,12,1,10,NA,-57.4552095851382,-30.569514005904,214
858,2011,858201101,42330000,6,10,NA,24,858001,NA,11,1,10,NA,-57.5751025452611,-30.7456532232024,215
858,2011,858201101,110237000,4,10,NA,24,858016,NA,12,1,10,NA,-57.7025801327771,-30.3842747960818,216
858,2011,858201101,64959000,2,10,NA,24,858003,NA,11,1,10,NA,-56.0840987243317,-30.8077485394307,217
858,2011,858201101,39255000,2,10,NA,24,858001,NA,11,1,10,NA,-56.8081500976969,-30.2459989735935,218
858,2011,858201101,26531000,4,10,NA,24,858001,NA,0,1,10,NA,-56.3637038421877,-30.5671007506364,219
858,2011,858201101,112647000,1,10,NA,24,858017,NA,11,1,10,NA,-57.4014715730272,-30.4570725978289,220
858,2011,858201101,14636000,2,10,NA,24,858001,NA,12,1,10,NA,-56.6308791517047,-30.5153926844236,221
858,2011,858201101,71594000,1,10,NA,24,858004,NA,11,1,10,NA,-56.4527503010542,-30.7145434223197,222
858,2011,858201101,99088000,5,10,NA,24,858013,NA,12,1,10,NA,-56.7825426321848,-30.2812810536076,223
858,2011,858201101,46326000,1,10,NA,24,858001,NA,11,1,10,NA,-57.8441620561653,-30.5337600404136,224
858,2011,858201101,73945000,4,10,NA,24,858005,NA,12,1,10,NA,-56.2045891247257,-30.9189068328501,225
858,2011,858201101,96941000,5,10,NA,24,858013,NA,11,1,10,NA,-57.5475650873063,-30.5905693341153,226
858,2011,858201101,22703000,4,10,NA,24,858001,NA,11,1,10,NA,-56.9758921720202,-30.1509989543807,227
858,2011,858201101,75175000,3,10,NA,24,858005,NA,11,1,10,NA,-56.966067624849,-30.1863880672476,228
858,2011,858201101,92566000,1,10,NA,24,858011,NA,12,1,10,NA,-56.9127013369863,-30.205269372902,229
858,2011,858201101,54240000,1,10,NA,24,858003,NA,12,1,10,NA,-57.5542810122315,-30.4868293537699,230
858,2011,858201101,97366000,3,10,NA,24,858013,NA,12,1,10,NA,-57.1083179810951,-30.1460487406963,231
858,2011,858201101,16823000,3,10,NA,24,858001,NA,11,1,10,NA,-56.8284849353128,-30.394057676815,232
858,2011,858201101,82909000,3,10,NA,24,858008,NA,12,1,10,NA,-57.5406808283203,-30.6500719563342,233
858,2011,858201101,25164000,1,10,NA,24,858001,NA,11,1,10,NA,-56.4387832883091,-30.4943122727614,234
858,2011,858201101,51585000,6,10,NA,24,858002,NA,12,1,10,NA,-57.2243313392493,-30.5760592957384,235
858,2011,858201101,65818000,7,10,NA,24,858003,NA,12,1,10,NA,-57.5714090217358,-30.5641417690914,236
858,2011,858201101,61305000,2,10,NA,24,858003,NA,12,1,10,NA,-56.6399905169264,-30.6774692067741,237
858,2011,858201101,12478000,4,10,NA,24,858001,NA,11,1,10,NA,-57.542359451086,-30.7421709731026,238
858,2011,858201101,43497000,4,10,NA,24,858001,NA,11,1,10,NA,-56.2147994358661,-30.7511739298338,239
858,2011,858201101,32698000,1,10,NA,24,858001,NA,11,1,10,NA,-56.3010855385999,-30.61722448001,240
858,2011,858201101,91714000,1,10,NA,24,858011,NA,11,1,10,NA,-57.2971311155361,-30.6670023380417,241
858,2011,858201101,14593000,5,10,NA,24,858001,NA,11,1,10,NA,-56.0905717264393,-30.9345117055732,242
